1.234504, 1.599585, 3.595393, 2.143161
0.999928, 1.134952, 2.659747, 1.598209
0.719338, 0.728642, 1.031845, 0.826608
0.506107, 0.499034, 0.560005, 0.521715
0.301354, 0.294564, 0.297872, 0.297930
0.270105, 0.256881, 0.261791, 0.262926
0.225745, 0.217894, 0.220738, 0.221459
0.234360, 0.224621, 0.227853, 0.228945
0.221726, 0.210803, 0.215721, 0.216084
0.238150, 0.226090, 0.230062, 0.231434
0.231886, 0.221420, 0.224920, 0.226075
0.227496, 0.217007, 0.220531, 0.221678
0.227588, 0.218610, 0.221774, 0.222657
